Fiscal Date,Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
2/4/2020,564523,BB WILD DUCK & CHKN BISCUIT,85961000548, 0 , 1 ,(1),N/A,$0 ,$6 
2/4/2020,489463,BB WILD PUPPY CHICKEN,85961000563, 0 , 1 ,(1),N/A,$0 ,$19 
2/4/2020,588149,BB HOMESTYLE CHIKN SENIOR DOG,85961000747, 0 , 7 ,(7),N/A,$0 ,$15 
2/4/2020,140377,ULTRA CHEWY CHICKEN DOG BONE,87786900128, 24 , 0 , 24 ,0%,$24 ,$0 
2/5/2020,357090,ALPO SNAPS VARIETY PK DOG TRTS,1113200392, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,336347,ALPO PRIME CUTS W/ BEEF,1113212556, 0 , 2 ,(2),N/A,$0 ,$7 
2/5/2020,59442,ALPO CHOPHOUSE T-BNE STK GRAVY,1113213597, 0 , 0 , 0 ,N/A,$0 ,$0 
2/5/2020,47449,WSKR LCKN CRNCH LVRS CKN/SEAFD,1780002063, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,142851,BENEFUL PM SIMMERD BEEF ENTREE,1780010963, 0 , 4 ,(4),N/A,$0 ,$7 
2/5/2020,142853,BENEFUL PM BEEF STEW,1780010965, 8 , 1 , 7 ,13%,$13 ,$2 
2/5/2020,170603,ONE WHOLESME BEEF & BRWN RICE,1780012592, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,170581,ONE WHOLESME CHKN & BRWN RICE,1780012596, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,170584,PUR ONE SB ADULT TURKEY BARLEY,1780012604, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,47914,BENEFUL PM CHICKEN STEW,1780012861, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,133990,KIT N KABOODLE,1780013043, 1 , 1 , 0 ,100%,$10 ,$10 
2/5/2020,755143,BENEFUL HEALTHY WEIGHT 4X3.5,1780013465, 0 , 1 ,(1),N/A,$0 ,$6 
2/5/2020,653978,BENEFUL INC BF 4X3.5,1780013640, 0 , 1 ,(1),N/A,$0 ,$6 
2/5/2020,871664,ONE WET DOG BEEF & GRAVY,1780014309, 0 , 3 ,(3),N/A,$0 ,$4 
2/5/2020,18220,PUR ONE SB HEALTHY WEIGHT LAMB,1780014311, 0 , 5 ,(5),N/A,$0 ,$7 
2/5/2020,18112,ONE WET DOG CHICKEN & GRAVY,1780014314, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,237137,DOG CHOW HEALTHY MORSELS,1780014905, 2 , 0 , 2 ,0%,$24 ,$0 
2/5/2020,19472,ONE SMTBLD VIB MAT 7+ SNR DOG,1780014932, 2 , 0 , 2 ,0%,$44 ,$0 
2/5/2020,4881,ONE SMTBLND DOG CHKN RC FRMLA,1780014937, 1 , 2 ,(1),200%,$22 ,$44 
2/5/2020,2371,ONE SMRTBLND DOG LMB RC FRMLA,1780014940, 0 , 1 ,(1),N/A,$0 ,$22 
2/5/2020,787569,CAT CHOW COMPLETE,1780015014, 0 , 1 ,(1),N/A,$0 ,$5 
2/5/2020,489053,CAT CHOW INDOOR,1780015018, 0 , 1 ,(1),N/A,$0 ,$5 
2/5/2020,583212,KITTEN CHOW,1780015020, 0 , 1 ,(1),N/A,$0 ,$5 
2/5/2020,78391,ONE SMARTBLEND SALMON RECIPE,1780015123, 0 , 3 ,(3),N/A,$0 ,$3 
2/5/2020,238490,DOG CHOW COMPLETE,1780015210, 1 , 1 , 0 ,100%,$12 ,$12 
2/5/2020,184609,PURINA ONE TR INSTINCT TUR VEN,1780015452, 1 , 3 ,(2),300%,$22 ,$66 
2/5/2020,381385,ONE TRUE INSTNCT TURKY VENISON,1780015456, 0 , 3 ,(3),N/A,$0 ,$37 
2/5/2020,354943,BENEFUL MEDLEYS,1780015513, 0 , 1 ,(1),N/A,$0 ,$17 
2/5/2020,200293,BENEFUL CHPD BLENDS BEEF,1780015947, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,5855,BENEFUL BAKED DELIGHT SNACKERS,1780016542, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,346295,ONE PUR SMRTBLND VARITY DOG FD,1780016715, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,384082,BEYOND SIMPL ORGN CHKN PEA,1780016912, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,176321,BENEFUL CHOPPED BLENDS CHICKEN,1780016960, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,676357,CAT CHOW NATURALS INDOOR,1780017156, 0 , 3 ,(3),N/A,$0 ,$16 
2/5/2020,516262,DENTALIFE DAILY LARGE 20.7OZ,1780017413, 0 , 1 ,(1),N/A,$0 ,$9 
2/5/2020,313982,DENTALIFE SMALL/MEDIUM 25CT,1780017418, 0 , 1 ,(1),N/A,$0 ,$9 
2/5/2020,985241,BEYOND GF MSC ALASKAN COD 3OZ,1780018274, 0 , 3 ,(3),N/A,$0 ,$5 
2/5/2020,811632,DENTALIFE ACTIVFRESH LRG 7.2OZ,1780018282, 5 , 0 , 5 ,0%,$27 ,$0 
2/5/2020,908829,PURINA ONE WET CAT UTH BF 30Z,1780018430, 0 , 4 ,(4),N/A,$0 ,$4 
2/5/2020,425696,BENEFUL ORIGINALS W/BEEF 14LB,1780018440, 1 , 0 , 1 ,0%,$13 ,$0 
2/5/2020,992525,BENEFUL HLTHY PUPPY W/CHICKEN,1780018451, 0 , 1 ,(1),N/A,$0 ,$13 
2/5/2020,973334,BENEFUL INCREDIBITES W/BEEF,1780018456, 0 , 1 ,(1),N/A,$0 ,$13 
2/5/2020,357069,ONE KITTEN FORMULA,1780035088, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,71401,ONE DOG SMLL BTS BF & RC FRML,1780046404, 4 , 1 , 3 ,25%,$32 ,$8 
2/5/2020,315076,ONE DOG CHICKEN & RICE FORMULA,1780047568, 0 , 2 ,(2),N/A,$0 ,$25 
2/5/2020,626499,ONE CAT CHICKEN & RICE FORMULA,1780057192, 0 , 1 ,(1),N/A,$0 ,$23 
2/5/2020,127409,IAMS DOG GROUND W/CHKN & RICE,1901401329, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,52646,IAMS DOG CHUNK BEEF/VG IN GRVY,1901402520, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,173852,IAMS DOG WEIGHT CONTROL,1901461089, 1 , 0 , 1 ,0%,$19 ,$0 
2/5/2020,173525,IAMS DOG MINICHUNKS,1901461090, 1 , 0 , 1 ,0%,$19 ,$0 
2/5/2020,171697,IAMS DOG LARGE BREED,1901461097, 2 , 0 , 2 ,0%,$39 ,$0 
2/5/2020,156085,IAMS PROACTIVE MINICHUNKS,1901470071, 1 , 0 , 1 ,0%,$30 ,$0 
2/5/2020,290915,IAMS PUPPY ORIGINAL BONUS,1901471110, 0 , 1 ,(1),N/A,$0 ,$11 
2/5/2020,41840,IAMS INDOOR CF WEIGHT/HAIRBALL,1901471245, 0 , 4 ,(4),N/A,$0 ,$51 
2/5/2020,356847,IAMS INDOOR CF WEIGHT/HAIRBALL,1901471246, 0 , 2 ,(2),N/A,$0 ,$15 
2/5/2020,384302,IAMS PAH BEEF CHICKEN,1901480085, 0 , 1 ,(1),N/A,$0 ,$17 
2/5/2020,927218,IAMS PP PATE TUNA,1901480231, 0 , 3 ,(3),N/A,$0 ,$3 
2/5/2020,641574,IAMS PP PATE SALMON,1901480232, 0 , 15 ,(15),N/A,$0 ,$14 
2/5/2020,656783,IAMS PP PATE CHICKEN KITTEN,1901480233, 0 , 2 ,(2),N/A,$0 ,$2 
2/5/2020,465326,IAMS PP ADLT CKN CUTS IN GRAVY,1901480261, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,875857,IAMS PP INDR SMN CUTS IN GRAVY,1901480264, 0 , 2 ,(2),N/A,$0 ,$2 
2/5/2020,88828,TEMPTATIONS MIX UPS BACKYARD,2310000157, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,87450,TEMPTATIONS MIX UPS SURFERS DL,2310000158, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,203518,PEDIGREE GROUND W/CHOPPED BEEF,2310001004, 0 , 4 ,(4),N/A,$0 ,$3 
2/5/2020,191244,PEDIGREE GROUND W/BF/CHSD,2310001017, 0 , 3 ,(3),N/A,$0 ,$3 
2/5/2020,12936,PEDIGREE GROUND W/BF/BCN/CHS,2310001018, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,12939,PEDIGREE COMBO W/CHKN-BF-LIVER,2310001078, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,195608,PEDIGREE GROUND W/TURKEY/BACON,2310001108, 0 , 4 ,(4),N/A,$0 ,$3 
2/5/2020,210095,PEDIGREE CHOICE CUTS W/BEEF,2310001527, 0 , 7 ,(7),N/A,$0 ,$6 
2/5/2020,986760,PEDIGREE CHOICE CUTS W/BEEF,2310001530, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,206562,PEDIGREE GROUND W/CHICKEN/RICE,2310001907, 0 , 7 ,(7),N/A,$0 ,$6 
2/5/2020,601919,PDGR CHPD CK/BF & BF/BC 12CT,2310003320, 2 , 0 , 2 ,0%,$19 ,$0 
2/5/2020,170379,CESAR 4 FLVR VARIETY CUBE,2310010257, 0 , 1 ,(1),N/A,$0 ,$18 
2/5/2020,172537,CESAR SAVORY DEL RT CHKN FLV,2310010269, 0 , 2 ,(2),N/A,$0 ,$2 
2/5/2020,231379,CESAR SOFTIES MEDLEY TRIO,2310010329, 0 , 2 ,(2),N/A,$0 ,$7 
2/5/2020,157162,PEDIGREE ADLT CMPLT RSTD CKHN,2310010339, 0 , 1 ,(1),N/A,$0 ,$14 
2/5/2020,113654,PEDIGREE SMALL BREED NUTRITION,2310010364, 0 , 1 ,(1),N/A,$0 ,$5 
2/5/2020,112071,TEMPTATIONS MIX UPS SURFERS DL,2310010396, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,97913,TEMPTATIONS MIX UPS BACKYARD,2310010397, 0 , 2 ,(2),N/A,$0 ,$6 
2/5/2020,97911,TEMPTATIONS MIX UPS CATNIP FEV,2310010648, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,275050,PEDIGREE ADULT COMPLETE,2310010736, 1 , 0 , 1 ,0%,$23 ,$0 
2/5/2020,169949,CSR HM DLGHTS TRKY&POT,2310010832, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,169919,CSR HM DLGHTS CHK&VEG,2310010835, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,97897,TEMPTATIONS MIX UPS SURFERS DL,2310010925, 0 , 3 ,(3),N/A,$0 ,$25 
2/5/2020,97894,TEMPTATIONS MIX UPS BACKYARD,2310010926, 0 , 2 ,(2),N/A,$0 ,$16 
2/5/2020,165963,SHEBA PERF PORT SINGLE SEAFOOD,2310011019, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,166153,SHEBA PERF PORT SINGL CKN-LIVR,2310011022, 0 , 4 ,(4),N/A,$0 ,$3 
2/5/2020,166145,SHEBA PERF PORT SINGL CKN&TUNA,2310011023, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,166219,SHEBA PERF PORT SINGL WTFH&TUN,2310011024, 0 , 4 ,(4),N/A,$0 ,$3 
2/5/2020,166206,SHEBA PERF PORT SINGLE BEEF,2310011025, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,370191,SHEBA PP 12CT PATE SEAFO MULI,2310011028, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,63753,PED SMALL BREED STEAK & VEGGIE,2310011034, 4 , 1 , 3 ,25%,$20 ,$5 
2/5/2020,65617,PED SMALL BREED STK & VEG,2310011035, 0 , 1 ,(1),N/A,$0 ,$14 
2/5/2020,192000,PED TGD FLT MGN SINGLE,2310011116, 12 , 5 , 7 ,42%,$9 ,$4 
2/5/2020,319666,PEDIGREE ADULT STEAK/VEG BONUS,2310011131, 0 , 1 ,(1),N/A,$0 ,$14 
2/5/2020,111804,SHEBA PP TURKEY CUTS,2310011417, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,336538,SHEBA PP GOURMET SALMON,2310011418, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,112110,SHEBA PP WHITEFISH & TUNA CUTS,2310011420, 0 , 6 ,(6),N/A,$0 ,$4 
2/5/2020,358219,PED PCH MEATY GROUND CHICKEN,2310011801, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,354785,PED PCH BEEF BCN CHS 1CT,2310011802, 0 , 5 ,(5),N/A,$0 ,$3 
2/5/2020,111752,SHEBA PP SALMON & SHRIMP CUTS,2310011831, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,832494,SHEBA PP TUNA SHRIMP CUTS,2310011832, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,111636,SHEBA PP CHKN TUNA,2310011834, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,355117,PEDIGREE POUCH VP CHK BF CASS,2310011837, 0 , 1 ,(1),N/A,$0 ,$9 
2/5/2020,354794,PED PCH FILET MGN GRVY,2310011900, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,729065,PEDIGREE HIGH PROT BEEF & LAMB,2310013506, 12 , 0 , 12 ,0%,$15 ,$0 
2/5/2020,828060,PEDIGREE HIGH PROT VARIETY PK,2310013507, 1 , 0 , 1 ,0%,$15 ,$0 
2/5/2020,95921,TEMPTATIONS TEMPTING TUNA FLAV,2310032784, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,55791,CESAR SUNRISE STEAK & EGG FLVR,2310033581, 0 , 6 ,(6),N/A,$0 ,$5 
2/5/2020,54941,CESAR FIL MIG/PORHSE VAR 12 PK,2310070295, 0 , 1 ,(1),N/A,$0 ,$10 
2/5/2020,365774,HARTZ DELCTBLES STW TNA&WT FSH,3270011054, 0 , 4 ,(4),N/A,$0 ,$4 
2/5/2020,365773,HARTZ DELCTBLES STW SR CHK&TNA,3270011055, 0 , 3 ,(3),N/A,$0 ,$3 
2/5/2020,320360,DELECTABLES BISQUE TUNA & CHK,3270011056, 0 , 8 ,(8),N/A,$0 ,$8 
2/5/2020,63531,A&H MULTI-CAT CLUMPING LITTER,3320002206, 0 , 2 ,(2),N/A,$0 ,$16 
2/5/2020,262587,ARM & HAM CLUMP & SEAL MC LTR,3320002292, 0 , 1 ,(1),N/A,$0 ,$15 
2/5/2020,263994,A&H DOUBLE DUTY CAT LITTER,3320002297, 1 , 1 , 0 ,100%,$11 ,$11 
2/5/2020,620867,A&H MULTI CAT SCOOP 40LB,3320002406, 1 , 0 , 1 ,0%,$15 ,$0 
2/5/2020,241280,A&H DOUBLE DUTY CAT LITTER,3320002408, 0 , 1 ,(1),N/A,$0 ,$15 
2/5/2020,683730,ARM & HAMMER LITTER DEODORIZER,3320015020, 0 , 2 ,(2),N/A,$0 ,$4 
2/5/2020,23929,AH CLMP SEAL LT WGT MULTI CAT,3320094187, 0 , 1 ,(1),N/A,$0 ,$12 
2/5/2020,315148,A&H C&S MICROGUARD CAT LITTER,3320094192, 0 , 1 ,(1),N/A,$0 ,$9 
2/5/2020,353152,A&H SLIDE CLMPNG LTTR MULTI,3320097357, 2 , 1 , 1 ,50%,$24 ,$12 
2/5/2020,171613,BEGGIN STRIPS BACON,3810001617, 0 , 1 ,(1),N/A,$0 ,$9 
2/5/2020,21630,BUSY BONE MINI,3810012891, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,133985,BUSY BONE SMALL/MEDIUM,3810013038, 0 , 2 ,(2),N/A,$0 ,$14 
2/5/2020,145987,BUSY TWISTD SMALL MEDIUM,3810017397, 0 , 2 ,(2),N/A,$0 ,$14 
2/5/2020,334646,HR DRY CAT GF SALMON&CHICK PEA,4122001223, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,334655,HR DRY CAT GRAIN FREE KITTEN,4122001225, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,307608,HCF CAT FOOD CAN SALMON,4122002020, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,313128,HEB CHICKEN JERKY TREATS 24OZ,4122004300, 0 , 6 ,(6),N/A,$0 ,$90 
2/5/2020,284083,HCF CAT CAN LIVER & CHICKEN,4122005164, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,22263,HEB PUDDLE BUSTERS,4122005255, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,353739,HEB PUDDLE BUSTER LAVENDER,4122007808, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,195216,HERITAGE RANCH APPLE DOG SNCKS,4122010286, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,3602,HR GRAIN FREE CHICKEN DRY DOG,4122010455, 4 , 0 , 4 ,0%,$40 ,$0 
2/5/2020,356803,HR DENTAL STKS APL GRN TEA,4122014299, 0 , 1 ,(1),N/A,$0 ,$3 
2/5/2020,278138,HEB SENIOR FORMULA,4122017356, 0 , 1 ,(1),N/A,$0 ,$10 
2/5/2020,334664,HR DRY DOG CHICKEN SAMPLE,4122017881, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,334648,HR DRY DOG GF CHICKEN SAMPLE,4122018074, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,20470,HEB PUDDLE BUSTERS,4122018149, 0 , 2 ,(2),N/A,$0 ,$31 
2/5/2020,370226,HR JUMBO BISCUITS PUMPKIN CIN,4122020980, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,370229,HR JMBO BISCT GINGERBREAD,4122020983, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,20322,HCF CAT POUCH STEAK & SHRIMP,4122024529, 0 , 4 ,(4),N/A,$0 ,$2 
2/5/2020,159374,HCF DOG POUCH FILET MIGNON,4122024542, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,159355,HCF DOG CAN BF/CK GVP 12/13.2,4122024543, 0 , 1 ,(1),N/A,$0 ,$7 
2/5/2020,380876,HR CHICKEN & BRN RICE DRY DOG,4122024726, 2 , 0 , 2 ,0%,$90 ,$0 
2/5/2020,380879,HR GF BEEF & CHICKPEA DRY DOG,4122024754, 0 , 1 ,(1),N/A,$0 ,$18 
2/5/2020,380888,HR GF BEEF & CHICKPEA DRY DOG,4122024768, 1 , 0 , 1 ,0%,$48 ,$0 
2/5/2020,5948,HR HEALTHY WGHT TURKEY DRY DOG,4122025118, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,1777,HR GRAIN FREE CHICKEN DRY DOG,4122025163, 0 , 1 ,(1),N/A,$0 ,$18 
2/5/2020,2139,HR GRAIN FREE CHICKEN DRY DOG,4122025368, 0 , 1 ,(1),N/A,$0 ,$38 
2/5/2020,4707,HR GRAIN FREE SALMON DRY DOG,4122025485, 0 , 3 ,(3),N/A,$0 ,$30 
2/5/2020,389425,HEB CHICKEN & WAFFLE FLAVOR,4122029458, 0 , 1 ,(1),N/A,$0 ,$4 
2/5/2020,9285,HR RB CKN&BRN RC DRY DOG FD,4122029879, 1 , 1 , 0 ,100%,$18 ,$18 
2/5/2020,355615,HCF CHOPPED BURGER WITH CHEESE,4122033187, 0 , 1 ,(1),N/A,$0 ,$4 
2/5/2020,583747,HERITAGE RANCH BY HEB MOBILITY,4122055629, 0 , 1 ,(1),N/A,$0 ,$6 
2/5/2020,617638,HEB ODOR CNTRL UNS 20 LB BAG,4122057561, 0 , 1 ,(1),N/A,$0 ,$5 
2/5/2020,802875,HCF NON-CLUMPING UNSCENTED,4122060122, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,439506,HEB CLMPNG LTTR LTWGHT SCNTD,4122060905, 0 , 1 ,(1),N/A,$0 ,$10 
2/5/2020,607574,HEB CLMPNG LTTR MLTI CAT SCNTD,4122060908, 0 , 2 ,(2),N/A,$0 ,$9 
2/5/2020,929606,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060914, 0 , 1 ,(1),N/A,$0 ,$7 
2/5/2020,734106,HEB CLMPNG LTTR ODR CNTRL SCNT,4122060915, 0 , 1 ,(1),N/A,$0 ,$12 
2/5/2020,661350,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060917, 3 , 0 , 3 ,0%,$16 ,$0 
2/5/2020,581208,HEB CLMPNG LTTR ODR CNTRL UNSC,4122060918, 0 , 1 ,(1),N/A,$0 ,$7 
2/5/2020,980888,HCF CAT CAN LIVER & BACON,4122063408, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,278134,HEB SMALL BITES,4122065923, 1 , 0 , 1 ,0%,$9 ,$0 
2/5/2020,235310,HEB ADULT DRY DOG FOOD 50LB,4122066156, 0 , 1 ,(1),N/A,$0 ,$20 
2/5/2020,67775,HCF CAT POUCH CHICKEN & GRAVY,4122067509, 0 , 4 ,(4),N/A,$0 ,$2 
2/5/2020,67781,HCF CAT POUCH TURKEY & GIBLETS,4122067510, 0 , 4 ,(4),N/A,$0 ,$2 
2/5/2020,67762,HCF DOG POUCH BEEF & GRAVY,4122067517, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,290221,HCF DOG CAN CHICKEN CUTS,4122068715, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,11033,HR RB LAMB&BRN RC DRY DOG,4122078106, 0 , 2 ,(2),N/A,$0 ,$38 
2/5/2020,550660,HEB DRY CAT YUMMY BREAKFAST,4122078873, 0 , 1 ,(1),N/A,$0 ,$6 
2/5/2020,294403,HR DRY CAT GF SALMON&CHICK PEA,4122079427, 0 , 1 ,(1),N/A,$0 ,$10 
2/5/2020,334693,HR DRY DOG GF SALMON SAMPLE,4122081306, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,953815,HEB DOG FOOD WITH BEEF,4122083245, 0 , 6 ,(6),N/A,$0 ,$3 
2/5/2020,680467,HEB TP CHICKEN & SIRLOIN VP,4122083502, 5 , 0 , 5 ,0%,$30 ,$0 
2/5/2020,138240,HCF DOG BISCUIT ORIGINAL LARGE,4122084713, 2 , 0 , 2 ,0%,$8 ,$0 
2/5/2020,161594,HEB JERKY STIX,4122084987, 0 , 2 ,(2),N/A,$0 ,$4 
2/5/2020,161546,HEB JERKY STIX,4122084989, 0 , 3 ,(3),N/A,$0 ,$24 
2/5/2020,161128,HEB PRIME CHOPS,4122084992, 0 , 3 ,(3),N/A,$0 ,$6 
2/5/2020,220903,HEB CAT TREATS - TUNA,4122084998, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,235320,HEB PUPPY DRY DOG FOOD 15.5LB,4122085339, 0 , 2 ,(2),N/A,$0 ,$15 
2/5/2020,783335,HEB PUPPY FOOD CHICKEN & BEEF,4122086167, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,558837,HEB DOG FOOD BACON & EGG,4122086171, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,686077,HEB DOG FOOD PORTERHOUSE,4122086175, 0 , 4 ,(4),N/A,$0 ,$2 
2/5/2020,901562,HEB DOG FOOD FILET MIGNON,4122086176, 0 , 19 ,(19),N/A,$0 ,$10 
2/5/2020,697113,HEB TP FILET MIGNON PORTER VP,4122086218, 0 , 2 ,(2),N/A,$0 ,$12 
2/5/2020,573921,HERITAGE RANCH GF PUPPY,4122086225, 0 , 2 ,(2),N/A,$0 ,$20 
2/5/2020,446706,HERITAGE RANCH LID DUCK,4122086236, 0 , 2 ,(2),N/A,$0 ,$26 
2/5/2020,754306,HERITAGE RANCH SENIOR SALMON,4122086252, 0 , 2 ,(2),N/A,$0 ,$40 
2/5/2020,235176,HEB ADULT DRY DOG FOOD 20LB,4122087310, 1 , 2 ,(1),200%,$10 ,$21 
2/5/2020,793766,HEB HR SALMON LAMB VP,4122087892, 1 , 0 , 1 ,0%,$5 ,$0 
2/5/2020,393159,HEB PUPPY DRY DOG FOOD 8LB,4122087926, 0 , 0 , 0 ,N/A,$0 ,$0 
2/5/2020,654714,HEB HR TURKEY SWEET POTATO,4122088065, 12 , 0 , 12 ,0%,$12 ,$0 
2/5/2020,223073,HCF CAT POUCH ROTISSERIE CHKN,4122088221, 0 , 4 ,(4),N/A,$0 ,$2 
2/5/2020,223070,HCF CAT POUCH CRAB & TUNA,4122088222, 0 , 3 ,(3),N/A,$0 ,$1 
2/5/2020,223119,HCF DOG POUCH GRILLED BEEF,4122088673, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,223092,HCF DOG CAN FILET MIGNON,4122088679, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,11956,HEB BARKIN STRIPS BACON/CHS 9P,4122093766, 0 , 1 ,(1),N/A,$0 ,$2 
2/5/2020,844768,HEB HR HEALTHY WEIGHT,4122095848, 12 , 0 , 12 ,0%,$12 ,$0 
2/5/2020,787038,HEB HR 95% CHICKEN,4122096313, 12 , 0 , 12 ,0%,$12 ,$0 
2/5/2020,669144,HEB HR 95% BEEF & CHICKEN,4122096903, 12 , 0 , 12 ,0%,$12 ,$0 
2/5/2020,738614,HEB HR PUPPY CHICKEN RICE,4122096936, 12 , 0 , 12 ,0%,$12 ,$0 
2/5/2020,114518,HCF CHEWY CHUNKS & KIBBLE,4122097178, 0 , 1 ,(1),N/A,$0 ,$8 
2/5/2020,50840,HEB CHOICE CUBES DOG TREATS,4122098143, 0 , 2 ,(2),N/A,$0 ,$4 
2/5/2020,921419,HEB HR FISH & SWEET POTATO,4122099346, 12 , 0 , 12 ,0%,$12 ,$0 
2/5/2020,63405,JONNY CAT HVY DTY LINER JUMBO,4133400157, 0 , 1 ,(1),N/A,$0 ,$4 
2/5/2020,102539,CATS PRIDE TTL ODR CNTRL SCNTD,4178847115, 0 , 0 , 0 ,N/A,$0 ,$0 
2/5/2020,101851,FR STEP LTWEIGHT XTRM SCNT LTR,4460031156, 0 , 1 ,(1),N/A,$0 ,$12 
2/5/2020,356070,FR STEP EXTREME ODOR CNTRL LIT,4460031604, 0 , 2 ,(2),N/A,$0 ,$32 
2/5/2020,184150,FNCY FST FLAKED TUNA,5000000124, 0 , 3 ,(3),N/A,$0 ,$2 
2/5/2020,356863,FRISKIES INDOOR 4X6.3LB,5000001481, 0 , 1 ,(1),N/A,$0 ,$7 
2/5/2020,714693,FRISKIES SEAFOOD SENSATIONS,5000001547, 0 , 1 ,(1),N/A,$0 ,$4 
2/5/2020,22497,FNCY FST GRILLED CHICKEN,5000004080, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,113735,FNCY FST GRILLED OCN FISH/TUNA,5000010084, 0 , 4 ,(4),N/A,$0 ,$3 
2/5/2020,142858,FNCY FST GRILLED SALMON/SHRIMP,5000010206, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,142859,FNCY FST GRILLED CHICKEN/BEEF,5000010216, 0 , 13 ,(13),N/A,$0 ,$8 
2/5/2020,74948,FRISKIES SHREDS W/BEEF,5000010364, 0 , 1 ,(1),N/A,$0 ,$1 
2/5/2020,142857,FNCY FST GOURMET SALM/SHRIM,5000010386, 0 , 9 ,(9),N/A,$0 ,$6 
2/5/2020,113709,FRSKS PRIME FILET OCN FSH/TUNA,5000017016, 0 , 2 ,(2),N/A,$0 ,$1 
2/5/2020,113707,FRISKIES PRIME FILET CHK & GRY,5000017018, 0 , 5 ,(5),N/A,$0 ,$3 
2/5/2020,490943,FRISKIES PARTY MIX LOBSTER,5000017179, 0 , 2 ,(2),N/A,$0 ,$3 
2/5/2020,701999,FRISKIES PARTY MIX CHCKN WAFFL,5000017183, 0 , 1 ,(1),N/A,$0 ,$2 
