Item Code,Product,UPC,Bill Units,Scan Units,Est. Units On Hand,Est. Sell Thru % (Units),Bill $,Sales
277257,FRISKIES PRIME FILETS MF,5000057800, 2 , 2 , 0 ,100%,$25 ,$25 
203243,FANCY FEAST GRAVY OCEAN WHTFSH,5000057843, 24 , 38 ,(14),158%,$15 ,$24 
203246,FANCY FEAST GRAVY LOVERS CHKN,5000057845, 72 , 51 , 21 ,71%,$46 ,$33 
261658,FANCY FEAST GRAVY LOVERS BEEF,5000057847, 24 , 8 , 16 ,33%,$15 ,$5 
208181,FRISKIES SAVORY SHREDS,5000057919, 2 , 2 , 0 ,100%,$25 ,$26 
208180,FANCY FEAST CHEDDAR LOVERS TNA,5000057928, 72 , 12 , 60 ,17%,$46 ,$8 
208179,FANCY FEAST CHEDDAR CHKN,5000057931, 72 , 14 , 58 ,19%,$46 ,$9 
208178,FANCY FEAST CHEDDAR LOVE TURK,5000057933, 24 , 7 , 17 ,29%,$15 ,$4 
126129,FRISKIES TASTY TREASURES,5000057963, 4 , 3 , 1 ,75%,$26 ,$19 
3948,FRISKIES SAVSHRD WTFSH SRN,5000057990, 48 , 44 , 4 ,92%,$26 ,$24 
3128,FANCY FEAST GRAVYLOVERS TURKEY,5000058004, 0 , 19 ,(19),N/A,$0 ,$12 
165502,ALPO COME N GET IT,5000058090, 4 , 4 , 0 ,100%,$30 ,$30 
355173,FANCY FEAST PTRY BF GRLL VP,5000058566, 2 , 0 , 2 ,0%,$37 ,$0 
277261,FANCY FEAST SEAFOOD CLS VP,5000058568, 0 , 1 ,(1),N/A,$0 ,$18 
163684,FRISKIES PARTY MIX MEOW LUAU,5000058598, 10 , 4 , 6 ,40%,$15 ,$6 
355172,FANCY FST SEAFD GRILLD VP,5000058664, 2 , 2 , 0 ,100%,$37 ,$37 
34915,FNCY FST GRILLED TUNA,5000083612, 24 , 46 ,(22),192%,$15 ,$30 
28838,FRISKIES TREASURES TRK BACON,5000096006, 0 , 11 ,(11),N/A,$0 ,$6 
30610,FRISKIES TREASURES CHK BACON,5000096016, 0 , 13 ,(13),N/A,$0 ,$7 
45520,FANCY FEAST BROTHS CREAMY COLL,5000096049, 0 , 1 ,(1),N/A,$0 ,$12 
314037,FRISKIES PRTY MIX CR KAHUNA,5000096304, 3 , 3 , 0 ,100%,$24 ,$24 
314034,FRISKIES PRTY MIX TR ISL 20 OZ,5000096306, 0 , 1 ,(1),N/A,$0 ,$8 
314028,FRISKIES PARTY MIX CR ORIGINAL,5000096308, 3 , 3 , 0 ,100%,$24 ,$24 
314032,FRISKIES PARTY MIX CR BEACHSID,5000096310, 0 , 1 ,(1),N/A,$0 ,$8 
312807,PEDIGREE DENTASTIX ORIG LARGE,5849604347, 4 , 5 ,(1),125%,$42 ,$52 
129565,TEMPTATIONS SEAFOOD MEDLEY FLV,5849628128, 10 , 8 , 2 ,80%,$31 ,$25 
102381,TEMPTATIONS TANTALIZING TURKEY,5849670123, 12 , 3 , 9 ,25%,$18 ,$5 
88438,TEMPTATIONS TASTY CHICKEN FLAV,5849672300, 10 , 9 , 1 ,90%,$31 ,$28 
88649,TEMPTATIONS SAVORY SALMON FLAV,5849672301, 0 , 2 ,(2),N/A,$0 ,$6 
22482,TEMPTATIONS HEARTY BEEF FLAVOR,5849672302, 0 , 2 ,(2),N/A,$0 ,$3 
102841,TEMPTATIONS CREAMY DAIRY FLAV,5849672303, 12 , 7 , 5 ,58%,$18 ,$11 
22483,TEMPTATIONS SAVORY SALMON FLAV,5849672304, 12 , 5 , 7 ,42%,$18 ,$8 
298906,PL BACON & CHEESE STRIPS,7015516619, 6 , 1 , 5 ,17%,$19 ,$3 
299907,PL GOURMET CUTS BEEF & RICE,7015516621, 6 , 5 , 1 ,83%,$30 ,$25 
299908,PL GOURMET CUTS BEEF & CHS,7015516622, 12 , 6 , 6 ,50%,$60 ,$30 
299909,PL CHEESE FLAVOR WRAPS,7015516623, 0 , 2 ,(2),N/A,$0 ,$10 
333094,TIDY CATS 24/7 PERFORMNCE 35LB,7023001669, 2 , 2 , 0 ,100%,$29 ,$29 
549968,PURINA TIDY CATS 24/7 PERF,7023010734, 9 , 8 , 1 ,89%,$58 ,$52 
949248,TIDY CATS CONVENT IOC,7023010760, 12 , 9 , 3 ,75%,$36 ,$27 
716688,TIDY CATS SCOOP IMMEDIATE ODOR,7023010785, 2 , 3 ,(1),150%,$29 ,$44 
608810,TIDY CATS SCOOP CONTINUOUS ODO,7023011614, 0 , 1 ,(1),N/A,$0 ,$8 
170394,TIDY CATS 24/7 JUG LITTER PRFM,7023011620, 36 , 21 , 15 ,58%,$316 ,$185 
843748,TIDY CATS SCOOP IMMEDIATE ODOR,7023011716, 3 , 4 ,(1),133%,$24 ,$32 
502765,TIDY CATS SCOOP PERF SCOOPING,7023011720, 40 , 19 , 21 ,48%,$351 ,$168 
182048,TIDY CATS GLADE,7023015345, 12 , 13 ,(1),108%,$105 ,$114 
683837,TIDY CATS LITTER W/ GLADE 35LB,7023015348, 2 , 1 , 1 ,50%,$29 ,$15 
266762,TIDYCAT LIGHTWEIGHT LITTER,7023015366, 4 , 5 ,(1),125%,$50 ,$63 
16664,TIDY CATS LIGHTWEIGHT LITTER,7023015367, 2 , 1 , 1 ,50%,$41 ,$21 
73211,TIDY CATS CONVENT WITH GLADE,7023016516, 3 , 2 , 1 ,67%,$15 ,$10 
333332,TIDY CATS LT WGHT GLADE LITTER,7023016761, 12 , 12 , 0 ,100%,$150 ,$150 
333350,TIDY CATS 4-IN-1 STRNGTH 20 LB,7023016766, 6 , 9 ,(3),150%,$53 ,$79 
704969,TIDY CATS FREE & CLN 20LB,7023016853, 4 , 6 ,(2),150%,$35 ,$53 
359235,RRN INDOOR COMPLETE DRY CAT FD,7119000360, 4 , 4 , 0 ,100%,$26 ,$26 
768835,RRN INDOOR COMPLETE CAT FOOD,7119000361, 0 , 1 ,(1),N/A,$0 ,$11 
92046,RR NUTRISH - CHICKEN,7119000600, 9 , 8 , 1 ,89%,$151 ,$134 
835121,RRN CHKN & VEG DOG FD,7119000601, 12 , 10 , 2 ,83%,$96 ,$80 
110275,RR NUTRISH - BEEF,7119000602, 6 , 5 , 1 ,83%,$100 ,$84 
448669,RRN BEEF & BRWN RICE DOG FD,7119000603, 6 , 5 , 1 ,83%,$48 ,$40 
272380,RACHAEL RAY NUTRISH BEEF,7119000633, 5 , 4 , 1 ,80%,$157 ,$126 
183027,RR SOUP BONES - BEEF,7119000668, 0 , 2 ,(2),N/A,$0 ,$6 
184210,RR SOUP BONES - CHICKEN,7119000670, 16 , 11 , 5 ,69%,$47 ,$32 
175106,RR DELISH - SAVORY LAMB STEW,7119000671, 0 , 3 ,(3),N/A,$0 ,$6 
175416,RR DELISH - HEARTY BEEF 8OZ,7119000672, 0 , 1 ,(1),N/A,$0 ,$2 
176006,RR DELISH - CHICKEN MUTTBALLS,7119000673, 0 , 2 ,(2),N/A,$0 ,$4 
659478,RRN ZERO GRAIN TURKEY & POTATO,7119000684, 6 , 3 , 3 ,50%,$63 ,$32 
26925,RR NUTRISH WET CAT CHICKEN,7119000702, 0 , 3 ,(3),N/A,$0 ,$3 
270862,RR ZEROGRAIN DOG SALMON SWTPOT,7119000714, 5 , 1 , 4 ,20%,$53 ,$11 
24842,RR NUTRISH DOG VARIETY PACK,7119000786, 2 , 2 , 0 ,100%,$22 ,$22 
392380,RRN ZG CHKN & SWT POT DOG FD,7119000832, 1 , 1 , 0 ,100%,$23 ,$23 
330873,EVOLVE DBN SALMON RICE SWT POT,7365700864, 0 , 1 ,(1),N/A,$0 ,$5 
107694,EVOLVE DBN SALMON RICE SWT POT,7365700865, 0 , 2 ,(2),N/A,$0 ,$43 
122151,EVOLVE ADLT CHKN MAIN DOG FOOD,7365738032, 0 , 1 ,(1),N/A,$0 ,$17 
344081,EVOLVE GRN FREE CHKN PEA VEG,7365739044, 0 , 1 ,(1),N/A,$0 ,$7 
299478,ADVANCE 14CT TRAINING PADS,7648418814, 0 , 5 ,(5),N/A,$0 ,$25 
758631,9LIVES MEATY PATE SUPER SUPPER,7910000286, 0 , 3 ,(3),N/A,$0 ,$4 
261972,9LIVES HEARTY CUTS W/ REAL CHI,7910000300, 0 , 4 ,(4),N/A,$0 ,$6 
887008,9LVS MTY PTE SINGLES CHKN TUNA,7910000324, 0 , 14 ,(14),N/A,$0 ,$6 
759019,9LIVES HEARTY CUTS W/ CHICKEN,7910000356, 0 , 1 ,(1),N/A,$0 ,$1 
758953,9LIVES MEATY PATE W/ CHICKEN &,7910000366, 6 , 3 , 3 ,50%,$9 ,$4 
735665,9LVS MTYPTE SINGLES SEAFD PLTR,7910000402, 0 , 2 ,(2),N/A,$0 ,$1 
220849,9 LIVES MEATY FAVORITES 36/5.5,7910012283, 1 , 1 , 0 ,100%,$12 ,$12 
27026,PUP-PERONI LEAN BEEF,7910044895, 4 , 2 , 2 ,50%,$36 ,$18 
90376,MEOW MIX SEAFOOD VP,7910045512, 2 , 0 , 2 ,0%,$21 ,$0 
125712,CCO BEEF FLAVOR,7910050154, 6 , 4 , 2 ,67%,$22 ,$15 
125696,CCO BACON FLAVOR,7910050155, 6 , 4 , 2 ,67%,$22 ,$15 
479500,MILK BONE MINI FLAV SNKS,7910050856, 12 , 13 ,(1),108%,$36 ,$38 
214573,PUPPERONI BEEF DOG SNKS 5.6OZ,7910051021, 8 , 8 , 0 ,100%,$21 ,$21 
125727,CCO CHICKEN FLVR,7910051147, 0 , 6 ,(6),N/A,$0 ,$6 
221967,9 LIVES HEARTY CUTS POULTRY &,7910051152, 1 , 1 , 0 ,100%,$8 ,$8 
263906,CANINE CARRY OUTS BEEF FLAVOR,7910051254, 36 , 25 , 11 ,69%,$35 ,$24 
729888,MILK BONE MED BISCUITS,7910051352, 18 , 18 , 0 ,100%,$45 ,$45 
250873,CANINE CARRY OUTS BACON SNACKS,7910051786, 10 , 10 , 0 ,100%,$10 ,$10 
178896,KIBBLES N BITS ORIGINAL FLAVOR,7910051849, 4 , 0 , 4 ,0%,$20 ,$0 
178802,KIBBLES N BITS SMALL BREED,7910051852, 4 , 0 , 4 ,0%,$21 ,$0 
136965,PUPPERONI TRAINING TREATS,7910052089, 0 , 1 ,(1),N/A,$0 ,$3 
130790,PUPPERONI STEAK GRILL PR FLVR,7910052837, 4 , 5 ,(1),125%,$36 ,$45 
45209,CCO CHEW BONES BEEF SMALL,7910052870, 12 , 8 , 4 ,67%,$11 ,$8 
321522,PUPPERONI FILET & BACON,7910053301, 0 , 2 ,(2),N/A,$0 ,$5 
340834,9LIVES SEAFOOD PLTRY VRTY,7910053377, 2 , 1 , 1 ,50%,$17 ,$8 
148580,PUP-PERONI BEEF,7910058371, 4 , 4 , 0 ,100%,$36 ,$36 
623557,MKB BRSH CHEWS MINI BONES,7910078555, 5 , 4 , 1 ,80%,$17 ,$14 
357267,9LIVES GRAVY LOVERS VPK,7910083050, 3 , 1 , 2 ,33%,$13 ,$4 
981796,PP ORIGINAL BEEF FLAVOR,7910083052, 0 , 2 ,(2),N/A,$0 ,$30 
627140,KNB BCN STK DRY DOG 16LB,7910085174, 2 , 0 , 2 ,0%,$21 ,$0 
433043,MKB BC FRESH LARGE DOGS,7910088252, 0 , 4 ,(4),N/A,$0 ,$36 
437597,MILKBONE SMALLL BISCUIT,7910090202, 18 , 15 , 3 ,83%,$53 ,$44 
357292,MLKBN LARGE BISCUIT,7910090244, 6 , 7 ,(1),117%,$42 ,$49 
462900,MLKBN MARO SNACKS JAR,7910092327, 0 , 1 ,(1),N/A,$0 ,$9 
880699,PUPPERONI MINIS BEEF 5.6OZ,7910099376, 8 , 3 , 5 ,38%,$21 ,$8 
884041,NUTRO CRUNCHY TREATS BERRY,7910511085, 0 , 1 ,(1),N/A,$0 ,$4 
621936,NUTRO CRUNCHY TREATS CHCKN CRT,7910511087, 12 , 5 , 7 ,42%,$50 ,$21 
937489,NUTRO CRUNCHY TREATS PEANT BTR,7910511088, 0 , 6 ,(6),N/A,$0 ,$25 
421985,NUTRO SMALL BITES LAMB,7910511623, 1 , 2 ,(1),200%,$29 ,$58 
525455,NUTRO WE SML BT ADLT LM AND RC,7910511624, 0 , 1 ,(1),N/A,$0 ,$11 
782063,NUTRO ADULT LAMB AND RICE,7910511631, 1 , 2 ,(1),200%,$29 ,$58 
456737,NUTRO WE ADLT LB AND RC,7910511632, 0 , 1 ,(1),N/A,$0 ,$15 
412581,NUTRO LARGE BRD LAMB AND RICE,7910511637, 2 , 2 , 0 ,100%,$98 ,$98 
745999,NUTRO ADULT CHICKEN,7910511646, 3 , 7 ,(4),233%,$45 ,$105 
938550,NUTRO ADULT CHICKEN,7910511647, 4 , 5 ,(1),125%,$115 ,$144 
717671,NUTRO PUPPY CHICKEN,7910511648, 1 , 2 ,(1),200%,$29 ,$58 
869559,NUTRO ADULT CHICKEN,7910511662, 3 , 2 , 1 ,67%,$147 ,$98 
744705,NUTRO SMALL BREED ADULT CHCKN,7910511667, 6 , 6 , 0 ,100%,$173 ,$173 
648271,NUTRO ADULT SALMON,7910511744, 4 , 1 , 3 ,25%,$41 ,$10 
685415,NUTRO INDOOR SENIOR CHICKEN,7910511747, 4 , 2 , 2 ,50%,$41 ,$21 
970648,NUTRO PETITE LAMB AND GARDEN,7910511780, 0 , 1 ,(1),N/A,$0 ,$1 
941174,NUTRO PETITE BEEF AND POTATO,7910511783, 0 , 3 ,(3),N/A,$0 ,$4 
673083,NUTRO SMALL BREED CHICKEN,7910512217, 9 , 5 , 4 ,56%,$135 ,$75 
556112,NUTRO PETITE CHCKN TURKEY 12PK,7910512536, 2 , 2 , 0 ,100%,$30 ,$30 
909191,NUTRO PETITE BEEF LAMB 12PK,7910512537, 2 , 2 , 0 ,100%,$30 ,$30 
924263,NUTRO PETITE 4 FLAVOR 24PK,7910512538, 0 , 2 ,(2),N/A,$0 ,$62 
435091,NUTRO DRY CAT HRBL ADLT CHK RC,7910512877, 3 , 2 , 1 ,67%,$39 ,$26 
333037,SCOOP AWAY MULTI CAT SCNTD LIT,9668902014, 1 , 1 , 0 ,100%,$11 ,$11 
356050,SC AWAY EX STRN SCNT CLUMP LIT,9668902063, 2 , 1 , 1 ,50%,$26 ,$13 
241671,SC AWAY MULTI CAT SCNTD LITTER,9668920016, 3 , 4 ,(1),133%,$22 ,$29 
126474,WORLDS BEST - CLUMPING,32259100090, 3 , 4 ,(1),133%,$24 ,$32 
127949,WORLDS BEST - MULTI CAT,32259100625, 9 , 4 , 5 ,44%,$76 ,$34 
723522,GREENIES DOG DNTL CHW LGE,64286304110, 0 , 2 ,(2),N/A,$0 ,$22 
720449,GREENIES DOG DNTL CHW PTE,64286304124, 6 , 4 , 2 ,67%,$90 ,$60 
404075,GREENIES DOG DNTL CHW PTE 6OZ,64286310292, 6 , 5 , 1 ,83%,$51 ,$42 
436866,GREENIES DOG DNTL CHW REG 6OZ,64286310293, 0 , 5 ,(5),N/A,$0 ,$43 
900701,GREENIES DOG DNTL CHW PTE,64286310700, 0 , 3 ,(3),N/A,$0 ,$15 
19606,BDB NAT LOW FAT PB & MOLASSES,65922324060, 0 , 4 ,(4),N/A,$0 ,$14 
167216,BDB MORE FLAVORS DOG TREATS,65922324064, 6 , 8 ,(2),133%,$21 ,$28 
38383,NR 13.2OZ STEW CHKN RICE,73052150761, 0 , 1 ,(1),N/A,$0 ,$1 
46517,NR 4LB GF SMALL BRD CHKN,73052151390, 0 , 3 ,(3),N/A,$0 ,$27 
37893,NR 2.75OZ CHKN SLMN RCPE,73052151753, 0 , 1 ,(1),N/A,$0 ,$1 
38624,NR 12LB GF CHICKEN RECIPE,73052152101, 2 , 3 ,(1),150%,$49 ,$75 
38590,NR 12LB GF SALMON RECIPE,73052152103, 2 , 2 , 0 ,100%,$49 ,$49 
84014,FM GF JERKY BBQ BEEF W TOMATO,81033902054, 6 , 5 , 1 ,83%,$24 ,$20 
84030,FM GF JERKY TENDER LMB W RSMRY,81033902055, 0 , 3 ,(3),N/A,$0 ,$12 
84223,FM GF JERKY WILD GAME W APPLE,81033902056, 0 , 2 ,(2),N/A,$0 ,$8 
84061,FM GF JERKY CHKN W ROSEMARY,81033902057, 0 , 4 ,(4),N/A,$0 ,$16 
86832,FM CHKN TUNA LGHT IN CHKN BRTH,81033902074, 0 , 1 ,(1),N/A,$0 ,$1 
351125,FM CHKN TRKY CRNBRY,81033902082, 0 , 1 ,(1),N/A,$0 ,$16 
0,VETIQ MINTIES DENTL BONES M/LG,81814501569, 0 , 1 ,(1),N/A,$0 ,$3 
0,VETIQ MINTIES DENTAL BONES SML,81814501570, 1 , 1 , 0 ,100%,$8 ,$8 
0,VETIQ MINTIES DENTL BONES M/LG,81814501571, 3 , 2 , 1 ,67%,$25 ,$17 
334636,MM TNDR FAVORITES SLMN & CRAB,82927400616, 12 , 7 , 5 ,58%,$6 ,$3 
334638,MM TNDR FAVORITES CHKN & BEEF,82927400617, 0 , 3 ,(3),N/A,$0 ,$1 
48625,MM POULTRY & BEEF,82927400622, 4 , 4 , 0 ,100%,$23 ,$23 
220871,MM POULTRY & SEAFOOD,82927400623, 4 , 1 , 3 ,25%,$23 ,$6 
390049,MM SMPLE SRVNG TUNA SALMON,82927414802, 12 , 3 , 9 ,25%,$9 ,$2 
390067,MM SMPLE SRVNG 12CT SF VP,82927414837, 4 , 2 , 2 ,50%,$18 ,$9 
390074,MM SMPLE SRVNG 24CT SF VP,82927414851, 4 , 2 , 2 ,50%,$36 ,$18 
390045,MM SMPLE SRVNG TUNA WHTFSH,82927414961, 0 , 4 ,(4),N/A,$0 ,$3 
420973,MM BASTED BITES CKN TUNA,82927421880, 8 , 5 , 3 ,63%,$32 ,$20 
181921,MEOW MIX ORIGINAL,82927450225, 2 , 1 , 1 ,50%,$24 ,$12 
263014,MMIX TENDER FAV POULTRY/BEEF,82927450236, 4 , 4 , 0 ,100%,$42 ,$42 
237486,MMIX PATE TPRS VPK SEAFD&CHKN,82927451229, 0 , 1 ,(1),N/A,$0 ,$6 
172073,MEOW MIX TENDERCENTRS SLMN-CKN,82927451250, 2 , 2 , 0 ,100%,$24 ,$24 
463876,MMIX TNDR CNTR SLM CHKN 3LB,82927451252, 0 , 1 ,(1),N/A,$0 ,$4 
860307,MMIX ORIGINAL DRY CAT 3.15LB,82927451375, 0 , 2 ,(2),N/A,$0 ,$8 
615543,MMIX ORIGINAL CAT FOOD 6.3LB,82927451376, 4 , 4 , 0 ,100%,$31 ,$31 
472705,MEOW MIX IRR SOFT SALMON,82927452716, 0 , 3 ,(3),N/A,$0 ,$4 
556220,BB HOMESTYLE CHIKN ADULT DOG,84024310017, 12 , 11 , 1 ,92%,$26 ,$24 
635591,BB WILD PUP TRKY & CHKN 12.5OZ,84024310123, 0 , 1 ,(1),N/A,$0 ,$2 
533384,BB WILD SR DOG TRKY & CHK 12.5,84024310124, 12 , 2 , 10 ,17%,$30 ,$5 
559081,BB DOG WOLF CRK STW BEEF 12.5,84024310128, 12 , 5 , 7 ,42%,$30 ,$12 
955642,BB WILD BITS TRAIL TRTS SALMON,84024310132, 8 , 2 , 6 ,25%,$40 ,$10 
804038,BB PATE KITTEN CHICKEN ENTREE,84024310212, 0 , 2 ,(2),N/A,$0 ,$2 
642092,BB FLAKED FISH & SHRIMP,84024310220, 0 , 3 ,(3),N/A,$0 ,$3 
800190,BB FLAKED CHICKEN CAT,84024310221, 0 , 3 ,(3),N/A,$0 ,$3 
421725,BB BLUE PATE ADULT CHICK 5.5OZ,84024310230, 0 , 3 ,(3),N/A,$0 ,$4 
581509,BB CHIKN RICE ADULT DOG SMALL,84024310487, 0 , 2 ,(2),N/A,$0 ,$32 
734548,BB HOMESTYLE CHKN DOG FOOD,84024310493, 24 , 15 , 9 ,63%,$52 ,$32 
823362,BB HOMESTYLE REC LAMB 12.5OZDG,84024310494, 12 , 7 , 5 ,58%,$26 ,$15 
957650,BB HOMESTYLE BEEF DOG FOOD,84024310495, 12 , 14 ,(2),117%,$26 ,$30 
721089,BB HOMESTYLE TURKEY DOG FOOD,84024310496, 12 , 17 ,(5),142%,$26 ,$37 
668362,BB CHIKN STEW DOG FOOD,84024310519, 12 , 10 , 2 ,83%,$30 ,$25 
515290,BB BEEF STEW DOG FOOD,84024310521, 0 , 6 ,(6),N/A,$0 ,$15 
826017,BB WILD ADLT DOG CHICKEN,84024310533, 2 , 1 , 1 ,50%,$60 ,$30 
866159,BB WILDRNSS ADLT DOG SALMN,84024310535, 0 , 2 ,(2),N/A,$0 ,$38 
895444,BB HOMESTYLE CHIKN DINR SMALL,84024310550, 24 , 6 , 18 ,25%,$40 ,$10 
642941,BB FAM FAV BBQ DOG FOOD,84024310554, 0 , 7 ,(7),N/A,$0 ,$17 
715377,BB FAM FAV TURKEY DOG FOOD,84024310557, 12 , 5 , 7 ,42%,$30 ,$12 
824074,BB HBR APPL & YOG 16OZ DOG,84024310561, 4 , 5 ,(1),125%,$18 ,$23 
463600,BB HOMESTYLE CHIKN PUPPY FOOD,84024310573, 12 , 11 , 1 ,92%,$26 ,$24 
523432,BB HBR BAC EGG & CH 16OZ DOG,84024310633, 8 , 6 , 2 ,75%,$36 ,$27 
517978,BB WILD DOG SALMN & CHK 12.5OZ,84024311292, 12 , 8 , 4 ,67%,$30 ,$20 
413311,BB CHICKEN BITS VALUE SIZE DOG,84024311665, 6 , 3 , 3 ,50%,$48 ,$24 
458441,BB KITTY CRAVINGS CHICKEN,84024312021, 0 , 1 ,(1),N/A,$0 ,$2 
918762,BB HLTHY ADULT VARIETY FLAKED,84024312122, 4 , 3 , 1 ,75%,$44 ,$33 
973259,BB ADULT CAT INDOOR FORMULA,84024312244, 0 , 1 ,(1),N/A,$0 ,$9 
729627,BB ADULT CAT INDOOR,84024312245, 0 , 4 ,(4),N/A,$0 ,$64 
547500,BB ADULT CAT INDOOR SALMON,84024312247, 0 , 2 ,(2),N/A,$0 ,$32 
713112,BB ADULT CAT SS CHKN,84024312249, 0 , 2 ,(2),N/A,$0 ,$18 
427331,BB ADULT CAT SS CKN,84024312250, 0 , 2 ,(2),N/A,$0 ,$32 
618700,BB ADULT CAT WEIGHT CONTROL,84024312251, 0 , 3 ,(3),N/A,$0 ,$27 
637162,BB KITTEN FORMULA,84024312253, 0 , 1 ,(1),N/A,$0 ,$9 
831218,BB LPF CHIKN ADULT DOG FOOD,84024312258, 5 , 5 , 0 ,100%,$200 ,$200 
973634,BB LPF CHIKN LRG ADUL DOG FOOD,84024312260, 4 , 3 , 1 ,75%,$160 ,$120 
470464,BB ADULT DOG CKN SM BREED,84024312261, 0 , 5 ,(5),N/A,$0 ,$50 
471395,BB PUPPY CHKN & BRN RICE,84024312264, 0 , 2 ,(2),N/A,$0 ,$20 
556172,BB SENIOR CHN & BRN RICE DOG,84024312265, 5 , 1 , 4 ,20%,$50 ,$10 
524666,BB GF ADLT CKN 10LB DG,84024312266, 1 , 0 , 1 ,0%,$26 ,$0 
511171,BB GRAIN FREE CHICKEN ADULT,84024312267, 0 , 2 ,(2),N/A,$0 ,$34 
951755,BB GRN FR CHIKN PUPPY FOOD,84024312268, 1 , 1 , 0 ,100%,$26 ,$26 
427608,BB GRAIN FREE CHICKEN PUPPY,84024312269, 0 , 0 , 0 ,N/A,$0 ,$0 
975824,BB BEEF BITS VALUE SIZE DOG,84024312272, 6 , 6 , 0 ,100%,$48 ,$48 
732535,BB KITTY CRAVINGS CHICKEN,84024312289, 6 , 2 , 4 ,33%,$21 ,$7 
520091,BB HLTHY ADULT VARIETY PATE,84024312297, 4 , 2 , 2 ,50%,$44 ,$22 
985540,BB STIX BEEF 6OZ DOG,84024312299, 0 , 1 ,(1),N/A,$0 ,$6 
441720,BB LAMB & RICE ADULT DOG 22 LB,84024312493, 1 , 2 ,(1),200%,$39 ,$78 
781536,BB HR GF CHKN W/VEG DOG,84024312513, 12 , 11 , 1 ,92%,$25 ,$23 
430507,BB HR GF BEEF W/VEG DOG,84024312514, 12 , 8 , 4 ,67%,$25 ,$17 
674901,BB WILD ADLT DOG CHICKEN,84024313068, 5 , 3 , 2 ,60%,$230 ,$139 
413082,BB WILD LB ADLT DOG CHICKEN,84024313072, 2 , 1 , 1 ,50%,$92 ,$46 
497281,BB WILDERNESS PUPPY CHICKEN,84024313075, 2 , 2 , 0 ,100%,$92 ,$92 
138231,TX LONESTAR TREATS BEEF JERKY,84423204776, 6 , 2 , 4 ,33%,$45 ,$15 
443095,MIX HAIRBALL CAT FOOD 6.3LB,85159900040, 0 , 3 ,(3),N/A,$0 ,$23 
363742,BUCKLEY TRAINERS TREATS CHCKN,85645200506, 8 , 2 , 6 ,25%,$40 ,$10 
238432,FORTIS CAT TREATS GRILLED TUNA,85705100347, 20 , 0 , 20 ,0%,$18 ,$0 
238446,CALICO BAY SKIPJACK TUNA,85705100353, 36 , 12 , 24 ,33%,$14 ,$5 
238448,CALICO BAY TUNA & MACKEREL,85705100354, 0 , 9 ,(9),N/A,$0 ,$4 
238455,CALICO BAY TUNA & WHITEFISH,85705100355, 0 , 13 ,(13),N/A,$0 ,$5 
351759,CB TUNA & SALMON IN GRAVY,85705100375, 0 , 1 ,(1),N/A,$0 ,$1 
351754,CB TUNA & PUMPKIN,85705100376, 0 , 1 ,(1),N/A,$0 ,$1 
378607,CALICO BAY VARIETY PACK,85705100377, 2 , 2 , 0 ,100%,$12 ,$12 
351766,PARAMOUNT CHICKEN STEW W VEG,85705100378, 8 , 7 , 1 ,88%,$12 ,$10 
351763,PARAMOUNT LAMB AND CHCKEN STEW,85705100380, 0 , 2 ,(2),N/A,$0 ,$3 
846165,BB LPF CHIKN PUPPY FOOD,85961000003, 3 , 2 , 1 ,67%,$90 ,$60 
478567,BB LPF HW CHIKN ADULT DOG FOOD,85961000004, 1 , 1 , 0 ,100%,$30 ,$30 
743821,BB CHIKN ADULT DOG FOOD,85961000007, 5 , 4 , 1 ,80%,$80 ,$64 
737227,BB LPF CHIKN ADULT DOG FOOD,85961000009, 5 , 4 , 1 ,80%,$150 ,$120 
908136,BB CHIKN SENIOR DOG FOOD,85961000013, 5 , 2 , 3 ,40%,$80 ,$33 
915358,BB LPF CHIKN SENIOR DOG FOOD,85961000015, 1 , 1 , 0 ,100%,$30 ,$30 
630296,BB LPF FISH ADULT DOG FOOD,85961000030, 3 , 2 , 1 ,67%,$90 ,$60 
599448,BB LPF LAMB ADULT DOG FOOD,85961000035, 1 , 1 , 0 ,100%,$30 ,$30 
868464,BB BITS CHICKEN 4OZ DOG,85961000518, 0 , 3 ,(3),N/A,$0 ,$12 
696772,BB WILD TURKEY & CHKN BISCUIT,85961000544, 0 , 1 ,(1),N/A,$0 ,$6 
564523,BB WILD DUCK & CHKN BISCUIT,85961000548, 0 , 3 ,(3),N/A,$0 ,$18 
489463,BB WILD PUPPY CHICKEN,85961000563, 0 , 2 ,(2),N/A,$0 ,$38 
653300,BB WILD SB ADULT DOG CHK,85961000567, 0 , 1 ,(1),N/A,$0 ,$19 
757075,BB FAM FAV CHIKN DOG FOOD,85961000685, 12 , 2 , 10 ,17%,$30 ,$5 
588149,BB HOMESTYLE CHIKN SENIOR DOG,85961000747, 12 , 18 ,(6),150%,$26 ,$39 
140377,ULTRA CHEWY CHICKEN DOG BONE,87786900128, 48 , 37 , 11 ,77%,$48 ,$37 
